Product Type,Current stock ID,Product name,Condition,Brand,Model Number,Serial,paper_cart,Category,size,metal,weight,partners,Warehouse,unit,Vendor Doc Number,Supplier,dop,tags,Product Cost,Cost Code,Sale Price,MSRP,Quantity,Gallery Images,Thumbnail image,description,external_link,google_link,published,featured,Preset/SPV,Pts,Prong,Dia Ct Wt,Stone Count,Stone Size
Bezel,BZ2275,BZ2275,New,Custom,BZ40-14RGDT2-U,,,Bezel,40mm,14k-Rose Gold,13.3,GCI,,Per/Gr,,Precisdor Inc.,M5912,,778.05,2334.15,1167.08,,1,,,BZ40-14RGDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2279,BZ2279,New,Custom,BZ28-14RG02-2P,,,Bezel,28mm,14k-Rose Gold,3.81,GCI,,Per/Gr,,Precisdor Inc.,M5912,,207.65,622.94,311.47,,1,,,BZ28-14RG02-2P,,,0,0,Preset,2pts,2P,,43,
Bezel,BZ2280,BZ2280,New,Custom,BZ28-14RG02-2P,,,Bezel,28mm,14k-Rose Gold,3.81,GCI,,Per/Gr,,Precisdor Inc.,M5912,,207.65,622.94,311.47,,1,,,BZ28-14RG02-2P,,,0,0,Preset,2pts,2P,,43,
Bezel,BZ2290,BZ2290,New,Custom,BZ40-10RG05-U,,,Bezel,40mm,10K-Rose Gold,9.11,GCI,,Per/Gr,,Precisdor Inc.,M5911,,445.3,1335.89,667.95,,1,,,BZ40-10RG05-U,,,0,0,SPV,5pts,UP,,46,
Bezel,BZ2305,BZ2305,New,Custom,BZ40-10RGDT-U,,,Bezel,40mm,10K-Rose Gold,8.84,GCI,,Per/Gr,,Precisdor Inc.,M5911,,432.1,1296.3,648.15,,1,,,BZ40-10RGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2309,BZ2309,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,50,150,75,,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,2P,,,
Bezel,BZ2310,BZ2310,New,Custom,BZ28-ALLY02-2P,,,Bezel,28mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,50,150,75,,1,,,BZ28-ALLY02-2P,,,0,0,Preset,2pts,2P,,43,
Bezel,BZ2311,BZ2311,New,Custom,BZ36-ALLY10-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,130,390,195,,1,,,BZ36-ALLY10-U,,,0,0,SPV,10pts,UP,,35,
Bezel,BZ2313,BZ2313,New,Custom,BZ36-ALLY25-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,130,390,195,,1,,,BZ36-ALLY25-U,,,0,0,SPV,25pts,UP,,,
Bezel,BZ2314,BZ2314,New,Custom,BZ41-ALLY05-U,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,150,450,225,,1,,,BZ41-ALLY05-U,,,0,0,SPV,5pts,UP,,46,
Bezel,BZ2315,BZ2315,New,Custom,BZ41-ALLY07-U,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,150,450,225,,1,,,BZ41-ALLY07-U,,,0,0,SPV,7pts,UP,,42,
Bezel,BZ2322,BZ2322,New,Custom,BZ40-ALLY05-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY05-U,,,0,0,SPV,5pts,UP,,46,
Bezel,BZ2324,BZ2324,New,Custom,BZ40-ALLY07-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY07-U,,,0,0,SPV,7pts,UP,,42,
Bezel,BZ2325,BZ2325,New,Custom,BZ40-ALLY07-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY07-U,,,0,0,SPV,7pts,UP,,42,
Bezel,BZ2326,BZ2326,New,Custom,BZ40-ALLY07-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY07-U,,,0,0,SPV,7pts,UP,,42,
Bezel,BZ2339,BZ2339,New,Custom,BZ40-ALLY10-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY10-U,,,0,0,SPV,10pts,UP,,38,
Bezel,BZ2340,BZ2340,New,Custom,BZ40-ALLY12-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY12-U,,,0,0,SPV,12pts,UP,,35,
Bezel,BZ2341,BZ2341,New,Custom,BZ40-ALLY12-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY12-U,,,0,0,SPV,12pts,UP,,35,
Bezel,BZ2342,BZ2342,New,Custom,BZ40-ALLY12-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY12-U,,,0,0,SPV,12pts,UP,,35,
Bezel,BZ2359,BZ2359,New,Custom,BZ40-ALLY25-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY25-U,,,0,0,SPV,25pts,UP,,28,
Bezel,BZ2362,BZ2362,New,Custom,BZ40-ALLY30-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLY30-U,,,0,0,SPV,30pts,UP,,25,
Bezel,BZ2379,BZ2379,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2380,BZ2380,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2381,BZ2381,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2382,BZ2382,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2383,BZ2383,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2384,BZ2384,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2385,BZ2385,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2387,BZ2387,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2388,BZ2388,New,Custom,BZ40-ALLYDT2-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,140,420,210,,1,,,BZ40-ALLYDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2399,BZ2399,New,Custom,BZSKY-ALLYDT-U,,,Bezel,Sky-Dweller,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5911,,180,540,270,,1,,,BZSKY-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2402,BZ2402,New,Custom,BZ41-ALLY-FLUTED,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Generix Investments LLC - USA,SO-001740,,50,150,75,75,1,,,BZ41-ALLY-FLUTED,,,0,0,,,,,,
Bezel,BZ2403,BZ2403,New,Custom,BZ41-ALLY-FLUTED,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Generix Investments LLC - USA,SO-001740,,50,150,75,75,1,,,BZ41-ALLY-FLUTED,,,0,0,,,,,,
Bezel,BZ2404,BZ2404,New,Custom,BZ41-ALLY-FLUTED,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Generix Investments LLC - USA,SO-001740,,50,150,75,75,1,,,BZ41-ALLY-FLUTED,,,0,0,,,,,,
Bezel,BZ2405,BZ2405,New,Custom,BZ41-ALLY-FLUTED,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Generix Investments LLC - USA,SO-001740,,50,150,75,75,1,,,BZ41-ALLY-FLUTED,,,0,0,,,,,,
Bezel,BZ2406,BZ2406,New,Custom,BZ41-ALLYYG-FLUTED,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Generix Investments LLC - USA,SO-001740,,50,150,75,75,1,,,BZ41-ALLYYG-FLUTED,,,0,0,,,,,,
Bezel,BZ2408,BZ2408,New,Custom,BZMIL-ALLYGEM-GRN,,,Bezel,Milgaus,Alloy-Green,4.41,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,GCI 20210428,,687.78,2063.34,1031.67,,1,,,BZMIL-ALLYGEM-GRN,,,0,0,,,,,,
Bezel,BZ2409,BZ2409,New,Custom,BZMIL-ALLYGEM-BLU,,,Bezel,Milgaus,Alloy-Blue,4.7,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,GCI 20210428,,689.61,2068.83,1034.42,,1,,,BZMIL-ALLYGEM-BLU,,,0,0,,,,,,
Bezel,BZ2411,BZ2411,New,Custom,BZ36-ALLYGEM-RB,,,Bezel,36mm,Alloy-Rainbow,,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,GCI 20210505,,478,1434,717,,1,,,BZ36-ALLYGEM-RB,,,0,0,,,,,,
Bezel,BZ2412,BZ2412,New,Custom,BZ36-ALLYGEM-RB,,,Bezel,36mm,Alloy-Rainbow,,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,GCI 20210505,,478,1434,717,,1,,,BZ36-ALLYGEM-RB,,,0,0,,,,,,
Bezel,BZ2415,BZ2415,New,Custom,BZ36-ALLYGEM-RB,,,Bezel,36mm,Alloy-Rainbow,,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,GCI 20210505,,478,1434,717,,1,,,BZ36-ALLYGEM-RB,,,0,0,,,,,,
Bezel,BZ2417,BZ2417,New,Custom,BZ26-10WG02-2P,,,Bezel,26mm,10K-White Gold,3.05,GCI,,Per/Gr,,Precisdor Inc.,,,143.26,429.78,214.89,,1,,,BZ26-10WG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2418,BZ2418,New,Custom,BZ26-10WG02-2P,,,Bezel,26mm,10K-White Gold,3.05,GCI,,Per/Gr,,Precisdor Inc.,,,143.26,429.78,214.89,,1,,,BZ26-10WG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2420,BZ2420,New,Custom,BZ26-10YG02-2P,,,Bezel,26mm,10k-Yellow Gold,2.92,GCI,,Per/Gr,,Precisdor Inc.,,,137.15,411.46,205.73,,1,,,BZ26-10YG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2422,BZ2422,New,Custom,BZ26-10YG02-2P,,,Bezel,26mm,10k-Yellow Gold,2.91,GCI,,Per/Gr,,Precisdor Inc.,,,136.68,410.05,205.02,,1,,,BZ26-10YG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2423,BZ2423,New,Custom,BZ26-10YG02-2P,,,Bezel,26mm,10k-Yellow Gold,2.91,GCI,,Per/Gr,,Precisdor Inc.,,,136.68,410.05,205.02,,1,,,BZ26-10YG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2424,BZ2424,New,Custom,BZ31-10WG02-2P,,,Bezel,31mm,10K-White Gold,3.86,GCI,,Per/Gr,,Precisdor Inc.,,,181.3,543.91,271.96,,1,,,BZ31-10WG02-2P,,,0,0,2pts,2P,,48,,
Bezel,BZ2425,BZ2425,New,Custom,BZ31-10WG02-2P,,,Bezel,31mm,10K-White Gold,3.87,GCI,,Per/Gr,,Precisdor Inc.,,,181.77,545.32,272.66,,1,,,BZ31-10WG02-2P,,,0,0,2pts,2P,,48,,
Bezel,BZ2426,BZ2426,New,Custom,BZ31-10YG02-2P,,,Bezel,31mm,10k-Yellow Gold,3.88,GCI,,Per/Gr,,Precisdor Inc.,,,182.24,546.73,273.37,,1,,,BZ31-10YG02-2P,,,0,0,2pts,2P,,48,,
Bezel,BZ2427,BZ2427,New,Custom,BZ31-10YG02-2P,,,Bezel,31mm,10k-Yellow Gold,3.89,GCI,,Per/Gr,,Precisdor Inc.,,,182.71,548.14,274.07,,1,,,BZ31-10YG02-2P,,,0,0,2pts,2P,,48,,
Bezel,BZ2428,BZ2428,New,Custom,BZ31-10YG02-2P,,,Bezel,31mm,10k-Yellow Gold,3.9,GCI,,Per/Gr,,Precisdor Inc.,,,183.18,549.55,274.77,,1,,,BZ31-10YG02-2P,,,0,0,2pts,2P,,48,,
Bezel,BZ2429,BZ2429,New,Custom,BZ31-10YG02-2P,,,Bezel,31mm,10k-Yellow Gold,3.93,GCI,,Per/Gr,,Precisdor Inc.,,,184.59,553.78,276.89,,1,,,BZ31-10YG02-2P,,,0,0,2pts,2P,,48,,
Bezel,BZ2430,BZ2430,New,Custom,BZ31-10YG02-2P,,,Bezel,31mm,10k-Yellow Gold,3.93,GCI,,Per/Gr,,Precisdor Inc.,,,184.59,553.78,276.89,,1,,,BZ31-10YG02-2P,,,0,0,2pts,2P,,48,,
Bezel,BZ2431,BZ2431,New,Custom,BZ26-14WG02-2P,,,Bezel,26mm,14k-White Gold,3.55,GCI,,Per/Gr,,Precisdor Inc.,,,202.56,607.69,303.84,,1,,,BZ26-14WG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2432,BZ2432,New,Custom,BZ26-14WG02-2P,,,Bezel,26mm,14k-White Gold,3.46,GCI,,Per/Gr,,Precisdor Inc.,,,197.43,592.28,296.14,,1,,,BZ26-14WG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2433,BZ2433,New,Custom,BZ26-14WG02-2P,,,Bezel,26mm,14k-White Gold,3.53,GCI,,Per/Gr,,Precisdor Inc.,,,201.42,604.27,302.13,,1,,,BZ26-14WG02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2442,BZ2442,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,,1,,,BZ26-ALLY02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2446,BZ2446,New,Custom,BZ31-ALLY02-2P,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,,1,,,BZ31-ALLY02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2447,BZ2447,New,Custom,BZ31-ALLY02-2P,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,,1,,,BZ31-ALLY02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2448,BZ2448,New,Custom,BZ31-ALLY02-2P,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,,1,,,BZ31-ALLY02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2449,BZ2449,New,Custom,BZ31-ALLY02-2P,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,,1,,,BZ31-ALLY02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2451,BZ2451,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,,1,,,BZ26-ALLY02-2P,,,0,0,2pts,2P,,40,,
Bezel,BZ2452,BZ2452,New,Custom,BZGMT-18YGGEM-BR,,,Bezel,GMT,18K-Blue/Red,12,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,,,1450,4350,2175,,1,,,BZGMT-18YGGEM-BR,,,0,0,,,,,,
Bezel,BZ2454,BZ2454,New,Custom,BZGMT-18RGGEM-BR,,,Bezel,GMT,18K-Blue/Red,11.4,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,,,1450,4350,2175,,1,,,BZGMT-18RGGEM-BR,,,0,0,,,,,,
Bezel,BZ2455,BZ2455,New,Custom,BZSUB-ALLYGEM-GRN,,,Bezel,Submariner,Alloy-Green,7.8,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,,,800,2400,1200,,1,,,BZSUB-ALLYGEM-GRN,,,0,0,,,,,,
Bezel,BZ2457,BZ2457,New,Custom,BZSUB-ALLYGEM-BLU,,,Bezel,Submariner,Alloy-Blue,,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,,,800,2400,1200,,1,,,BZSUB-ALLYGEM-BLU,,,0,0,,,,,,
Bezel,BZ2458,BZ2458,New,Custom,BZSUB-ALLYGEM-BLU,,,Bezel,Submariner,Alloy-Blue,,GCI,,Per/Gr,,Amori Jewellery Co. Ltd,,,800,2400,1200,,1,,,BZSUB-ALLYGEM-BLU,,,0,0,,,,,,
Bezel,BZ2460,BZ2460,New,Custom,BZDYTN-18YG-BAG,,,Bezel,Daytona,18k-Yellow Gold,10.16,GCI,,Per/Gr,,,,,4500,13500,6750,,1,,,BZDYTN-18YG-BAG,,,0,0,,,,,,
Bezel,BZ2467,BZ2467,New,Custom,BZ36-10YG20-U,,,Bezel,36mm,10k-Yellow Gold,10.35,GCI,,Per/Gr,,Precisdor Inc.,,,524.64,1573.92,786.96,786.96,1,,,BZ36-10YG20-U,,,0,0,SPV,20pts,UP,,28,
Bezel,BZ2468,BZ2468,New,Custom,BZ41-10YG05-U,,,Bezel,41mm,10k-Yellow Gold,7.32,GCI,,Per/Gr,,Precisdor Inc.,,,371.05,1113.15,556.58,556.58,1,,,BZ41-10YG05-U,,,0,0,SPV,5pts,UP,,46,
Bezel,BZ2469,BZ2469,New,Custom,BZ41-10YG05-U,,,Bezel,41mm,10k-Yellow Gold,7.17,GCI,,Per/Gr,,Precisdor Inc.,,,363.45,1090.34,545.17,545.17,1,,,BZ41-10YG05-U,,,0,0,SPV,5pts,UP,,46,
Bezel,BZ2470,BZ2470,New,Custom,BZ41-10YG07-U,,,Bezel,41mm,10k-Yellow Gold,8.36,GCI,,Per/Gr,,Precisdor Inc.,,,423.77,1271.31,635.65,635.66,1,,,BZ41-10YG07-U,,,0,0,SPV,7pts,UP,,42,
Bezel,BZ2474,BZ2474,New,Custom,BZ41-10YGDT-U,,,Bezel,41mm,10k-Yellow Gold,7.64,GCI,,Per/Gr,,Precisdor Inc.,,,387.27,1161.81,580.91,580.91,1,,,BZ41-10YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2475,BZ2475,New,Custom,BZ41-10YGDT-U,,,Bezel,41mm,10k-Yellow Gold,8.13,GCI,,Per/Gr,,Precisdor Inc.,,,412.11,1236.33,618.16,618.17,1,,,BZ41-10YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2476,BZ2476,New,Custom,BZ40-10YGDT-U,,,Bezel,40mm,10k-Yellow Gold,9.28,GCI,,Per/Gr,,Precisdor Inc.,,,470.4,1411.21,705.6,705.61,1,,,BZ40-10YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2477,BZ2477,New,Custom,BZ40-10YGDT-U,,,Bezel,40mm,10k-Yellow Gold,9.33,GCI,,Per/Gr,,Precisdor Inc.,,,472.94,1418.81,709.41,709.41,1,,,BZ40-10YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2478,BZ2478,New,Custom,BZ40-10YGDT-U,,,Bezel,40mm,10k-Yellow Gold,9.26,GCI,,Per/Gr,,Precisdor Inc.,,,469.39,1408.17,704.08,704.09,1,,,BZ40-10YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2479,BZ2479,New,Custom,BZ40-10YGDT-U,,,Bezel,40mm,10k-Yellow Gold,9.29,GCI,,Per/Gr,,Precisdor Inc.,,,470.91,1412.73,706.37,706.37,1,,,BZ40-10YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2480,BZ2480,New,Custom,BZ31-14YG05-2P,,,Bezel,31mm,14K-Yellow Gold,5.88,GCI,,Per/Gr,,Precisdor Inc.,,,333.1,999.31,499.65,499.66,1,,,BZ31-14YG05-2P,,,0,0,Preset,5pts,2P,,36,
Bezel,BZ2481,BZ2481,New,Custom,BZ31-14YG05-2P,,,Bezel,31mm,14K-Yellow Gold,6.05,GCI,,Per/Gr,,Precisdor Inc.,,,342.73,1028.2,514.1,514.1,1,,,BZ31-14YG05-2P,,,0,0,Preset,5pts,2P,,36,
Bezel,BZ2482,BZ2482,New,Custom,BZ31-14YG05-2P,,,Bezel,31mm,14K-Yellow Gold,5.83,GCI,,Per/Gr,,Precisdor Inc.,,,330.27,990.81,495.4,495.41,1,,,BZ31-14YG05-2P,,,0,0,Preset,5pts,2P,,36,
Bezel,BZ2488,BZ2488,New,Custom,BZ36-14YG07-2P,,,Bezel,36mm,14K-Yellow Gold,9.39,GCI,,Per/Gr,,Precisdor Inc.,,,531.94,1595.83,797.92,797.92,1,,,BZ36-14YG07-2P,,,0,0,Preset,7pts,2P,,37,
Bezel,BZ2489,BZ2489,New,Custom,BZ36-14RG07-2P,,,Bezel,36mm,14k-Rose Gold,9.62,GCI,,Per/Gr,,Precisdor Inc.,,,544.97,1634.92,817.46,817.46,1,,,BZ36-14RG07-2P,,,0,0,Preset,7pts,2P,,37,
Bezel,BZ2491,BZ2491,New,Custom,BZ36-14YG10-2P,,,Bezel,36mm,14K-Yellow Gold,8.79,GCI,,Per/Gr,,Precisdor Inc.,,,497.95,1493.86,746.93,746.93,1,,,BZ36-14YG10-2P,,,0,0,Preset,10pts,2P,,35,
Bezel,BZ2492,BZ2492,New,Custom,BZ39-14YG02-2P,,,Bezel,39mm,14K-Yellow Gold,5.67,GCI,,Per/Gr,,Precisdor Inc.,,,321.21,963.62,481.81,481.81,1,,,BZ39-14YG02-2P,,,0,0,Preset,2pts,2P,,61,
Bezel,BZ2493,BZ2493,New,Custom,BZ39-14RG02-2P,,,Bezel,39mm,14k-Rose Gold,6.02,GCI,,Per/Gr,,Precisdor Inc.,,,341.03,1023.1,511.55,511.55,1,,,BZ39-14RG02-2P,,,0,0,Preset,2pts,2P,,61,
Bezel,BZ2494,BZ2494,New,Custom,BZ39-14WG02-2P,,,Bezel,39mm,14k-White Gold,6.32,GCI,,Per/Gr,,Precisdor Inc.,,,358.03,1074.08,537.04,537.04,1,,,BZ39-14WG02-2P,,,0,0,Preset,2pts,2P,,61,
Bezel,BZ2495,BZ2495,New,Custom,BZ36-14YG10-U,,,Bezel,36mm,14K-Yellow Gold,9.67,GCI,,Per/Gr,,Precisdor Inc.,,,586.49,1759.46,879.73,879.73,1,,,BZ36-14YG10-U,,,0,0,SPV,10pts,UP,,35,
Bezel,BZ2497,BZ2497,New,Custom,BZ41-14YG05-U,,,Bezel,41mm,14K-Yellow Gold,8.03,GCI,,Per/Gr,,Precisdor Inc.,,,487.02,1461.06,730.53,730.53,1,,,BZ41-14YG05-U,,,0,0,SPV,5pts,UP,,46,
Bezel,BZ2498,BZ2498,New,Custom,BZ41-14WG15-U,,,Bezel,41mm,14k-White Gold,11,GCI,,Per/Gr,,Precisdor Inc.,,,667.15,2001.45,1000.73,1000.73,1,,,BZ41-14WG15-U,,,0,0,SPV,15pts,UP,,34,
Bezel,BZ2500,BZ2500,New,Custom,BZ40-14YG30-U,,,Bezel,40mm,14K-Yellow Gold,16.06,GCI,,Per/Gr,,Precisdor Inc.,,,974.04,2922.12,1461.06,1461.06,1,,,BZ40-14YG30-U,,,0,0,SPV,30pts,UP,,25,
Bezel,BZ2501,BZ2501,New,Custom,BZ41-14YGDT-U,,,Bezel,41mm,14K-Yellow Gold,8.96,GCI,,Per/Gr,,Precisdor Inc.,,,543.42,1630.27,815.14,815.14,1,,,BZ41-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2502,BZ2502,New,Custom,BZ41-14YGDT-U,,,Bezel,41mm,14K-Yellow Gold,8.85,GCI,,Per/Gr,,Precisdor Inc.,,,536.75,1610.26,805.13,805.13,1,,,BZ41-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2503,BZ2503,New,Custom,BZ40-14YGDT-U,,,Bezel,40mm,14K-Yellow Gold,10.88,GCI,,Per/Gr,,Precisdor Inc.,,,659.87,1979.62,989.81,989.81,1,,,BZ40-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2504,BZ2504,New,Custom,BZ40-14YGDT-U,,,Bezel,40mm,14K-Yellow Gold,10.88,GCI,,Per/Gr,,Precisdor Inc.,,,659.87,1979.62,989.81,989.81,1,,,BZ40-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2505,BZ2505,New,Custom,BZ40-14YGDT-U,,,Bezel,40mm,14K-Yellow Gold,10.88,GCI,,Per/Gr,,Precisdor Inc.,,,659.87,1979.62,989.81,989.81,1,,,BZ40-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2506,BZ2506,New,Custom,BZ40-14YGDT-U,,,Bezel,40mm,14K-Yellow Gold,10.88,GCI,,Per/Gr,,Precisdor Inc.,,,659.87,1979.62,989.81,989.81,1,,,BZ40-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2507,BZ2507,New,Custom,BZ40-14YGDT-U,,,Bezel,40mm,14K-Yellow Gold,10.88,GCI,,Per/Gr,,Precisdor Inc.,,,659.87,1979.62,989.81,989.81,1,,,BZ40-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2510,BZ2510,New,Custom,BZ41-ALLY07-U,,,Bezel,41mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,150,450,225,225,1,,,BZ41-ALLY07-U,,,0,0,SPV,7pts,UP,,42,
Bezel,BZ2511,BZ2511,New,Custom,BZ40-ALLY05-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,140,420,210,210,1,,,BZ40-ALLY05-U,,,0,0,SPV,5pts,UP,,46,
Bezel,BZ2512,BZ2512,New,Custom,BZ40-ALLY05-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,140,420,210,210,1,,,BZ40-ALLY05-U,,,0,0,SPV,5pts,UP,,46,
