Product Type,Current stock ID,Product name,Condition,Brand,Model Number,Serial,paper_cart,Category,size,metal,weight,partners,Warehouse,unit,Vendor Doc Number,Supplier,dop,tags,Product Cost,Cost Code,Sale Price,MSRP,Quantity,Gallery Images,Thumbnail image,description,external_link,google_link,published,featured,Preset/SPV,Pts,Prong,Dia Ct Wt,Stone Count,Stone Size
Bezel,BZ2057,BZ2057,New,Custom,BZ36-10YG02-2P,,,Bezel,36mm,10k-Yellow Gold,4.7,GCI,,Per/Gr,,Precisdor Inc.,,,220.62,661.85,330.93,661.85,1,,,BZ36-10YG02-2P,,,0,0,Preset,2pts,UP,,54,
Bezel,BZ2059,BZ2059,New,Custom,BZ36-10RG02-2P,,,Bezel,36mm,10K-Rose Gold,4.4,GCI,,Per/Gr,,Precisdor Inc.,,,206.54,619.61,309.8,619.61,1,,,BZ36-10RG02-2P,,,0,0,Preset,2pts,UP,,54,
Bezel,BZ2060,BZ2060,New,Custom,BZ36-10RG02-2P,,,Bezel,36mm,10K-Rose Gold,4.5,GCI,,Per/Gr,,Precisdor Inc.,,,211.23,633.69,316.85,633.69,1,,,BZ36-10RG02-2P,,,0,0,Preset,2pts,UP,,54,
Bezel,BZ2061,BZ2061,New,Custom,BZ36-10RG02-2P,,,Bezel,36mm,10K-Rose Gold,4.4,GCI,,Per/Gr,,Precisdor Inc.,,,206.54,619.61,309.8,619.61,1,,,BZ36-10RG02-2P,,,0,0,Preset,2pts,UP,,54,
Bezel,BZ2063,BZ2063,New,Custom,BZ26-14YG02-2P,,,Bezel,26mm,14K-Yellow Gold,3.4,GCI,,Per/Gr,,Precisdor Inc.,,,194.45,583.34,291.67,583.34,1,,,BZ26-14YG02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2064,BZ2064,New,Custom,BZ26-14YG02-2P,,,Bezel,26mm,14K-Yellow Gold,3.3,GCI,,Per/Gr,,Precisdor Inc.,,,188.73,566.18,283.09,566.18,1,,,BZ26-14YG02-2P,,,0,0, Preset,, UP,,40,
Bezel,BZ2080,BZ2080,New,Custom,BZ36-14RG02-2P,,,Bezel,36mm,14k-Rose Gold,5.3,GCI,,Per/Gr,,Precisdor Inc.,,,303.11,909.32,454.66,909.32,1,,,BZ36-14RG02-2P,,,0,0,Preset,2pts,UP,,54,
Bezel,BZ2083,BZ2083,New,Custom,BZ36-14YG15-2P,,,Bezel,36mm,14K-Yellow Gold,13.18,GCI,,Per/Gr,,Precisdor Inc.,,,753.76,2261.29,1130.65,2261.29,1,,,BZ36-14YG15-2P,,,0,0,Preset,15pts,UP,,31,
Bezel,BZ2084,BZ2084,New,Custom,BZ36-14YG20-2P,,,Bezel,36mm,14K-Yellow Gold,12.8,GCI,,Per/Gr,,Precisdor Inc.,,,732.03,2196.1,1098.05,2196.1,1,,,BZ36-14YG20-2P,,,0,0,Preset,20pts,UP,,28,
Bezel,BZ2085,BZ2085,New,Custom,BZ36-14YG20-2P,,,Bezel,36mm,14K-Yellow Gold,13.1,GCI,,Per/Gr,,Precisdor Inc.,,,749.19,2247.57,1123.78,2247.57,1,,,BZ36-14YG20-2P,,,0,0,Preset,20pts,UP,,28,
Bezel,BZ2086,BZ2086,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2087,BZ2087,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2088,BZ2088,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2089,BZ2089,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2090,BZ2090,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2091,BZ2091,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0, Preset,, UP,,40,
Bezel,BZ2092,BZ2092,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2093,BZ2093,New,Custom,BZ26-ALLY02-2P,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,50,150,75,150,1,,,BZ26-ALLY02-2P,,,0,0,Preset,2pts,UP,,40,
Bezel,BZ2101,BZ2101,New,Custom,BZ41-14YG40-U,,,Bezel,41mm,14K-Yellow Gold,15.9,GCI,,Per/Gr,,Precisdor Inc.,,,1011.08,3033.24,1516.62,3033.24,1,,,BZ41-14YG40-U,,,0,0,SPV,40pts,UP,,24,
Bezel,BZ2103,BZ2103,New,Custom,BZ31-ALLY10-U,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY10-U,,,0,0," SPV
",, UP,,29,
Bezel,BZ2104,BZ2104,New,Custom,BZ31-ALLY10-U,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY10-U,,,0,0,SPV,10pts,UP,,29,
Bezel,BZ2105,BZ2105,New,Custom,BZ31-ALLY10-U,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY10-U,,,0,0,SPV,10pts,UP,,29,
Bezel,BZ2106,BZ2106,New,Custom,BZ41-14YG17-U,,,Bezel,41mm,14K-Yellow Gold,12.59,GCI,,Per/Gr,,Precisdor Inc.,,,801.1,2403.31,1201.65,,1,,,BZ41-14YG17-U,,,0,0,SPV,17pts,UP,,31,
Bezel,BZ2107,BZ2107,New,Custom,BZ40-14YG20-U,,,Bezel,40mm,14K-Yellow Gold,14.1,GCI,,Per/Gr,,Precisdor Inc.,,,897.18,2691.55,1345.77,,1,,,BZ40-14YG20-U,,,0,0,SPV,20pts,UP,,30,
Bezel,BZ2108,BZ2108,New,Custom,BZ40-14YG20-U,,,Bezel,40mm,14K-Yellow Gold,14.08,GCI,,Per/Gr,,Precisdor Inc.,,,895.91,2687.73,1343.87,,1,,,BZ40-14YG20-U,,,0,0,SPV,20pts,UP,,30,
Bezel,BZ2109,BZ2109,New,Custom,BZ40-ALLY15-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,140,420,210,,1,,,BZ40-ALLY15-U,,,0,0,SPV,15pts,UP,,34,
Bezel,BZ2110,BZ2110,New,Custom,BZ40-ALLY20-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,140,420,210,,1,,,BZ40-ALLY20-U,,,0,0,SPV,20pts,UP,,30,
Bezel,BZ2111,BZ2111,New,Custom,BZ40-ALLY20-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,140,420,210,,1,,,BZ40-ALLY20-U,,,0,0,SPV,20pts,UP,,30,
Bezel,BZ2114,BZ2114,New,Custom,BZ40-ALLY20-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,140,420,210,,1,,,BZ40-ALLY20-U,,,0,0,SPV,20pts,UP,,30,
Bezel,BZ2115,BZ2115,New,Custom,BZ40-ALLY20-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,140,420,210,,1,,,BZ40-ALLY20-U,,,0,0,SPV,20pts,UP,,30,
Bezel,BZ2116,BZ2116,New,Custom,BZ31-18YG02-2P,,,Bezel,31mm,18k-Yellow Gold,5.4,GCI,,Per/Gr,,Precisdor Inc.,,,371.68,1115.05,557.52,,1,,,BZ31-18YG02-2P,,,0,0,Preset,2pts,2P,,48,
Bezel,BZ2117,BZ2117,New,Custom,BZ31-18YG02-2P,,,Bezel,31mm,18k-Yellow Gold,5.3,GCI,,Per/Gr,,Precisdor Inc.,,,364.8,1094.4,547.2,,1,,,BZ31-18YG02-2P,,,0,0,Preset,2pts,2P,,48,
Bezel,BZ2118,BZ2118,New,Custom,BZ31-18YG02-2P,,,Bezel,31mm,18k-Yellow Gold,5.3,GCI,,Per/Gr,,Precisdor Inc.,,,364.8,1094.4,547.2,,1,,,BZ31-18YG02-2P,,,0,0,Preset,2pts,2P,,48,
Bezel,BZ2119,BZ2119,New,Custom,BZ36-18YGDT-U,,,Bezel,36mm,18k-Yellow Gold,12.01,GCI,,Per/Gr,,Precisdor Inc.,,,874.69,2624.06,1312.03,,1,,,BZ36-18YGDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2120,BZ2120,New,Custom,BZ36-18YGDT-U,,,Bezel,36mm,18k-Yellow Gold,12.02,GCI,,Per/Gr,,Precisdor Inc.,,,875.42,2626.25,1313.12,,1,,,BZ36-18YGDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2121,BZ2121,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2122,BZ2122,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2123,BZ2123,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2124,BZ2124,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2125,BZ2125,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2127,BZ2127,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2128,BZ2128,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2129,BZ2129,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2130,BZ2130,New,Custom,BZ36-ALLYDT-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,120,360,180,,1,,,BZ36-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2132,BZ2132,New,Custom,BZ41-10YG10-U,,,Bezel,41mm,10k-Yellow Gold,8.45,GCI,,Per/Gr,,Precisdor Inc.,,,428.92,1286.77,643.38,,1,,,BZ41-10YG10-U,,,0,0,SPV,10pts,UP,,,
Bezel,BZ2133,BZ2133,New,Custom,BZ41-10YG25-U,,,Bezel,41mm,10k-Yellow Gold,11.7,GCI,,Per/Gr,,Precisdor Inc.,,,593.89,1781.68,890.84,,1,,,BZ41-10YG25-U,,,0,0,SPV,25pts,UP,,,
Bezel,BZ2134,BZ2134,New,Custom,BZ41-10YG25-U,,,Bezel,41mm,10k-Yellow Gold,11.4,GCI,,Per/Gr,,Precisdor Inc.,,,578.66,1735.99,868,,1,,,BZ41-10YG25-U,,,0,0," SPV
",, UP,,,
Bezel,BZ2135,BZ2135,New,Custom,BZ40-10YG25-U,,,Bezel,40mm,10k-Yellow Gold,12.9,GCI,,Per/Gr,,Precisdor Inc.,,,654.8,1964.41,982.21,,1,,,BZ40-10YG25-U,,,0,0,SPV,25pts,UP,,,
Bezel,BZ2136,BZ2136,New,Custom,BZ40-10YG25-U,,,Bezel,40mm,10k-Yellow Gold,13,GCI,,Per/Gr,,Precisdor Inc.,,,659.88,1979.64,989.82,,1,,,BZ40-10YG25-U,,,0,0,SPV,25pts,UP,,,
Bezel,BZ2137,BZ2137,New,Custom,BZ40-10YG25-U,,,Bezel,40mm,10k-Yellow Gold,12.7,GCI,,Per/Gr,,Precisdor Inc.,,,644.65,1933.96,966.98,,1,,,BZ40-10YG25-U,,,0,0,SPV,25pts,UP,,,
Bezel,BZ2144,BZ2144,New,Custom,BZ36-14RG05-U,,,Bezel,36mm,14k-Rose Gold,5.9,GCI,,Per/Gr,,Precisdor Inc.,,,359.78,1079.35,539.67,,1,,,BZ36-14RG05-U,,,0,0," SPV
",, UP,,,
Bezel,BZ2145,BZ2145,New,Custom,BZ36-14RG05-U,,,Bezel,36mm,14k-Rose Gold,6.1,GCI,,Per/Gr,,Precisdor Inc.,,,371.98,1115.93,557.97,,1,,,BZ36-14RG05-U,,,0,0,SPV,5pts,UP,,,
Bezel,BZ2154,BZ2154,New,Custom,BZ36-14YG12-U,,,Bezel,36mm,14K-Yellow Gold,9.5,GCI,,Per/Gr,,Precisdor Inc.,,,579.31,1737.93,868.97,,1,,,BZ36-14YG12-U,,,0,0,SPV,12pts,UP,,,
Bezel,BZ2156,BZ2156,New,Custom,BZ41-14YG25-U,,,Bezel,41mm,14K-Yellow Gold,13.2,GCI,,Per/Gr,,Precisdor Inc.,,,804.94,2414.81,1207.4,,1,,,BZ41-14YG25-U,,,0,0,SPV,25pts,UP,,28,
Bezel,BZ2157,BZ2157,New,Custom,BZ41-14YG25-U,,,Bezel,41mm,14K-Yellow Gold,13.1,GCI,,Per/Gr,,Precisdor Inc.,,,798.84,2396.51,1198.26,,1,,,BZ41-14YG25-U,,,0,0,SPV,25pts,UP,,28,
Bezel,BZ2158,BZ2158,New,Custom,BZ41-14YG25-U,,,Bezel,41mm,14K-Yellow Gold,13.5,GCI,,Per/Gr,,Precisdor Inc.,,,823.23,2469.69,1234.85,,1,,,BZ41-14YG25-U,,,0,0,SPV,25pts,UP,,28,
Bezel,BZ2159,BZ2159,New,Custom,BZ40-14YG25-U,,,Bezel,40mm,14K-Yellow Gold,14.7,GCI,,Per/Gr,,Precisdor Inc.,,,896.41,2689.22,1344.61,,1,,,BZ40-14YG25-U,,,0,0,SPV,25pts,UP,,28,
Bezel,BZ2160,BZ2160,New,Custom,BZ40-14YG25-U,,,Bezel,40mm,14K-Yellow Gold,15.6,GCI,,Per/Gr,,Precisdor Inc.,,,951.29,2853.86,1426.93,,1,,,BZ40-14YG25-U,,,0,0,SPV,25pts,UP,,28,
Bezel,BZ2161,BZ2161,New,Custom,BZ40-14YG25-U,,,Bezel,40mm,14K-Yellow Gold,14.7,GCI,,Per/Gr,,Precisdor Inc.,,,896.41,2689.22,1344.61,,1,,,BZ40-14YG25-U,,,0,0," SPV
",, UP,,28,
Bezel,BZ2162,BZ2162,New,Custom,BZ36-14YGDT-U,,,Bezel,36mm,14K-Yellow Gold,8.5,GCI,,Per/Gr,,Precisdor Inc.,,,518.33,1554.99,777.5,,1,,,BZ36-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2167,BZ2167,New,Custom,BZ36-14RGDT-U,,,Bezel,36mm,14k-Rose Gold,8.7,GCI,,Per/Gr,,Precisdor Inc.,,,530.53,1591.58,795.79,,1,,,BZ36-14RGDT-U,,,0,0," SPV
",, UP,,46/46,
Bezel,BZ2168,BZ2168,New,Custom,BZ36-14RGDT-U,,,Bezel,36mm,14k-Rose Gold,8,GCI,,Per/Gr,,Precisdor Inc.,,,487.84,1463.52,731.76,,1,,,BZ36-14RGDT-U,,,0,0,SPV,2.1/2.35,UP,,46/46,
Bezel,BZ2173,BZ2173,New,Custom,BZ36-ALLY15-U,,,Bezel,36mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,130,390,195,,1,,,BZ36-ALLY15-U,,,0,0,SPV,15pts,UP,,31,
Bezel,BZ2176,BZ2176,New,Custom,BZ40-14YGDT-U,,,Bezel,40mm,14K-Yellow Gold,10.35,GCI,,Per/Gr,,Precisdor Inc.,M5709,,625.76,1877.28,938.64,938.64,1,,,BZ40-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2178,BZ2178,New,Custom,BZ40-14YGDT-U,,,Bezel,40mm,14K-Yellow Gold,10.35,GCI,,Per/Gr,,Precisdor Inc.,M5709,,625.76,1877.28,938.64,938.64,1,,,BZ40-14YGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2181,BZ2181,New,Custom,BZ40-ALLYDT-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5709,,150,450,225,225,1,,,BZ40-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2183,BZ2183,New,Custom,BZ40-ALLYDT-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5709,,150,450,225,225,1,,,BZ40-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2185,BZ2185,New,Custom,BZ40-ALLYDT-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5709,,150,450,225,225,1,,,BZ40-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2186,BZ2186,New,Custom,BZ40-ALLYDT-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5709,,150,450,225,225,1,,,BZ40-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2187,BZ2187,New,Custom,BZ40-ALLYDT-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5709,,150,450,225,225,1,,,BZ40-ALLYDT-U,,,0,0," SPV
",, UP,,49/49,
Bezel,BZ2188,BZ2188,New,Custom,BZ40-ALLYDT-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5709,,150,450,225,225,1,,,BZ40-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2189,BZ2189,New,Custom,BZ40-ALLYDT-U,,,Bezel,40mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5709,,150,450,225,225,1,,,BZ40-ALLYDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2193,BZ2193,New,Custom,BZ26-10YG04-U,,,Bezel,26mm,10k-Yellow Gold,3.36,GCI,,Per/Gr,,Precisdor Inc.,,,171.09,513.27,256.64,,1,,,BZ26-10YG04-U,,,0,0,SPV,4pts,UP,,32,
Bezel,BZ2195,BZ2195,New,Custom,BZ26-10YG04-U,,,Bezel,26mm,10k-Yellow Gold,3.32,GCI,,Per/Gr,,Precisdor Inc.,,,169.05,507.16,253.58,,1,,,BZ26-10YG04-U,,,0,0,SPV,4pts,UP,,32,
Bezel,BZ2196,BZ2196,New,Custom,BZ31-10YG04-U,,,Bezel,31mm,10k-Yellow Gold,4.12,GCI,,Per/Gr,,Precisdor Inc.,,,209.79,629.37,314.69,,1,,,BZ31-10YG04-U,,,0,0,SPV,4pts,UP,,38,
Bezel,BZ2197,BZ2197,New,Custom,BZ31-10YG04-U,,,Bezel,31mm,10k-Yellow Gold,4.12,GCI,,Per/Gr,,Precisdor Inc.,,,209.79,629.37,314.69,,1,,,BZ31-10YG04-U,,,0,0,SPV,4pts,UP,,38,
Bezel,BZ2198,BZ2198,New,Custom,BZ31-10YG04-U,,,Bezel,31mm,10k-Yellow Gold,4.21,GCI,,Per/Gr,,Precisdor Inc.,,,214.37,643.12,321.56,,1,,,BZ31-10YG04-U,,,0,0,SPV,4pts,UP,,38,
Bezel,BZ2199,BZ2199,New,Custom,BZ31-10YG04-U,,,Bezel,31mm,10k-Yellow Gold,4.24,GCI,,Per/Gr,,Precisdor Inc.,,,215.9,647.7,323.85,,1,,,BZ31-10YG04-U,,,0,0,SPV,4pts,UP,,38,
Bezel,BZ2200,BZ2200,New,Custom,BZ31-10YG04-U,,,Bezel,31mm,10k-Yellow Gold,4.11,GCI,,Per/Gr,,Precisdor Inc.,,,209.28,627.84,313.92,,1,,,BZ31-10YG04-U,,,0,0,SPV,4pts,UP,,38,
Bezel,BZ2202,BZ2202,New,Custom,BZ36-10YG04-U,,,Bezel,36mm,10k-Yellow Gold,4.78,GCI,,Per/Gr,,Precisdor Inc.,,,243.4,730.19,365.1,,1,,,BZ36-10YG04-U,,,0,0,SPV,4pts,UP,,44,
Bezel,BZ2206,BZ2206,New,Custom,BZ36-14YG03-2P,,,Bezel,36mm,14K-Yellow Gold,6.03,GCI,,Per/Gr,,Precisdor Inc.,,,343.05,1029.14,514.57,,1,,,BZ36-14YG03-2P,,,0,0,Preset,3pts,2P,,,
Bezel,BZ2207,BZ2207,New,Custom,BZ36-14YG03-2P,,,Bezel,36mm,14K-Yellow Gold,6.01,GCI,,Per/Gr,,Precisdor Inc.,,,341.91,1025.73,512.86,,1,,,BZ36-14YG03-2P,,,0,0,Preset,3pts,2P,,,
Bezel,BZ2208,BZ2208,New,Custom,BZ36-14YG03-2P,,,Bezel,36mm,14K-Yellow Gold,5.67,GCI,,Per/Gr,,Precisdor Inc.,,,322.57,967.7,483.85,,1,,,BZ36-14YG03-2P,,,0,0,Preset,3pts,2P,,,
Bezel,BZ2209,BZ2209,New,Custom,BZ31-ALLY04-U,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY04-U,,,0,0,SPV,4pts,UP,,32,
Bezel,BZ2210,BZ2210,New,Custom,BZ31-ALLY04-U,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY04-U,,,0,0,SPV,4pts,UP,,32,
Bezel,BZ2211,BZ2211,New,Custom,BZ31-ALLY04-U,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY04-U,,,0,0,SPV,4pts,UP,,32,
Bezel,BZ2212,BZ2212,New,Custom,BZ31-ALLY04-U,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY04-U,,,0,0,SPV,4pts,UP,,32,
Bezel,BZ2213,BZ2213,New,Custom,BZ31-ALLY04-U,,,Bezel,26mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,,,110,330,165,,1,,,BZ31-ALLY04-U,,,0,0,SPV,4pts,UP,,32,
Bezel,BZ2169,BZ2169,New,Custom,BZ40-14RGDT-U,,,Bezel,40mm,14k-Rose Gold,9.8,GCI,,Per/Gr,,Precisdor Inc.,,,597.6,1792.81,896.41,,1,,,BZ40-14RGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2220,BZ2220,New,Custom,BZ31-ALLY02-2P,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5898,,60,180,90,,1,,,BZ31-ALLY02-2P,,,0,0,Preset,2pts,2P,,48,
Bezel,BZ2223,BZ2223,New,Custom,BZ31-ALLY02-2P,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5898,,60,180,90,,1,,,BZ31-ALLY02-2P,,,0,0,Preset,2pts,2P,,48,
Bezel,BZ2224,BZ2224,New,Custom,BZ31-ALLY02-2P,,,Bezel,31mm,Alloy,,GCI,,Per/Gr,,Precisdor Inc.,M5898,,60,180,90,,1,,,BZ31-ALLY02-2P,,,0,0,Preset,2pts,2P,,48,
Bezel,BZ2228,BZ2228,New,Custom,BZ36-14RG02-2P,,,Bezel,36mm,14k-Rose Gold,4.99,GCI,,Per/Gr,,Precisdor Inc.,M5912,,271.96,815.87,407.93,,1,,,BZ36-14RG02-2P,,,0,0,Preset,2pts,2P,,54,
Bezel,BZ2229,BZ2229,New,Custom,BZ36-14RG02-2P,,,Bezel,36mm,14k-Rose Gold,4.99,GCI,,Per/Gr,,Precisdor Inc.,M5912,,271.96,815.87,407.93,,1,,,BZ36-14RG02-2P,,,0,0,Preset,2pts,2P,,54,
Bezel,BZ2230,BZ2230,New,Custom,BZ36-14YG03-2P,,,Bezel,36mm,14K-Yellow Gold,5.65,GCI,,Per/Gr,,Precisdor Inc.,M5912,,307.93,923.78,461.89,,1,,,BZ36-14YG03-2P,,,0,0,Preset,3pts,2P,,50,
Bezel,BZ2231,BZ2231,New,Custom,BZ36-14YG03-2P,,,Bezel,36mm,14K-Yellow Gold,5.65,GCI,,Per/Gr,,Precisdor Inc.,M5912,,307.93,923.78,461.89,,1,,,BZ36-14YG03-2P,,,0,0,Preset,3pts,2P,,50,
Bezel,BZ2232,BZ2232,New,Custom,BZ36-14RG03-2P,,,Bezel,36mm,14k-Rose Gold,5.65,GCI,,Per/Gr,,Precisdor Inc.,M5912,,307.93,923.78,461.89,,1,,,BZ36-14RG03-2P,,,0,0,Preset,3pts,2P,,50,
Bezel,BZ2253,BZ2253,New,Custom,BZ40-14RGDT-U,,,Bezel,40mm,14k-Rose Gold,9.87,GCI,,Per/Gr,,Precisdor Inc.,M5912,,577.4,1732.19,866.09,,1,,,BZ40-14RGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2254,BZ2254,New,Custom,BZ40-14RGDT-U,,,Bezel,40mm,14k-Rose Gold,9.87,GCI,,Per/Gr,,Precisdor Inc.,M5912,,577.4,1732.19,866.09,,1,,,BZ40-14RGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2255,BZ2255,New,Custom,BZ40-14RGDT-U,,,Bezel,40mm,14k-Rose Gold,9.87,GCI,,Per/Gr,,Precisdor Inc.,M5912,,577.4,1732.19,866.09,,1,,,BZ40-14RGDT-U,,,0,0,SPV,2.1/2.35,UP,,49/49,
Bezel,BZ2265,BZ2265,New,Custom,BZ40-14YGDT2-U,,,Bezel,40mm,14K-Yellow Gold,13.3,GCI,,Per/Gr,,Precisdor Inc.,M5912,,778.05,2334.15,1167.08,,1,,,BZ40-14YGDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
Bezel,BZ2266,BZ2266,New,Custom,BZ40-14YGDT2-U,,,Bezel,40mm,14K-Yellow Gold,13.3,GCI,,Per/Gr,,Precisdor Inc.,M5912,,778.05,2334.15,1167.08,,1,,,BZ40-14YGDT2-U,,,0,0,SPV,2.35/2.7,UP,,45/45,
